,ref,publication,city,state,country,award,award_single_word,award_weight,general_category,general_category_single_word,specific_category,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10
928,1092,Die Welt,D-10888 Berlin,,Germany,Award of Excellence,AE,7,Multiple Illustrations,MIL,,Ulf Poschardt,Editor-in-Chief,Oliver Michalsky,Deputy Editor-in-Chief,Juliane Schwarzenberg,Art Director,Katja Fischer,Illustrator,Jonathan Franzen,Author,Richard Kmmerlings,Editor-in-Charge,Wieland Freund,Editor,Marc Reichwein,Editor,,,,
929,0410,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Individual Portfolio,Russell Yip,Photographer/Dep Dir of Photography,,,,,,,,,,,,,,,,,,
930,0307,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Harry Scull Jr.,Photographer,Vince Chiaramonte,Design Director,Cathaleen Curtiss,Director of Photography,,,,,,,,,,,,,,
931,0310,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Mark Mulville,Photographer,Leah Samol,Designer,Cathaleen Curtiss,Director of Photography,,,,,,,,,,,,,,
932,0312,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Vince Chiaramonte,Design Director,Robert Kirkham,Photographer,Cathaleen Curtiss,Director/Photography,,,,,,,,,,,,,,
933,0393,China Daily,Beijing,,China,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Alex K. Fong,Assistant Design Director,,,,,,,,,,,,,,,,,,
934,0345,Di Weekend,Stockholm, ,Sweden,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Staff,,,,,,,,,,,,,,,,,,,
935,0294,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Jan Molen,Designer,Paul Gonzales,Deputy Design Director,Kathy Pyon,Photo Editor,Michael Whitley,A.M.E.,,,,,,,,,,,,
936,0391,The Mercury News,San Jose,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Aric Crabb,Photographer,Daymond Gascon,Designer,,,,,,,,,,,,,,,,
937,0259,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Becky Guthrie,Assoc. Features Art Director,Genevive Biloski,Features Design Director,Dustin Parkes,Arts & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,
938,0380,Welt am Sonntag,Berlin,,Germany,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Stefan Aust,Editor-in-Chief,Beat Balzli,Deputy Editor-in-Chief,Maud Radtke,Art Director,Anika Grebe,Page Designer,Simone Nauendorf,Page Designer,,,,,,,,,,
939,0394,Welt am Sonntag,Berlin,,Germany,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Stefan Aust,Editor-in-Chief,Beat Balzli,Deputy Editor-in-Chief,Maud Radtke,Art Director,Yvonne Budig,Photo Editor,,,,,,,,,,,,
940,0385,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
941,0434,Chicago Tribune,Chicago,Ill.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Armando Sanchez,Photographer,,,,,,,,,,,,,,,,,,
942,0634,National Geographic Magazine,Washington,D.C.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Stephen Wilkes,Photographer,Sarah Leen,Director of Photography,Emmet Smith,Creative Director,Susan Goldberg,Editor-in-Chief,,,,,,,,,,,,
943,0127,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Tom Bodkin,Creative Director,Amy Kelsey,Designer,Kara Sheehan,Designer,,,,,,,,,,,,,,
944,0264,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Meridith Kohut,Photographer,Lee Yarosh,Designer,Fred Bierman,Designer,David Furst,Picture Editor,,,,,,,,,,,,
945,0367,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Michael Macor,Photographer,Leah Millis,Photographer,Carlos Avila Gonzalez,Photographer,Scott Strazzante,Photographer,,,,,,,,,,,,
946,0436,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Russell Yip,Photographer,,,,,,,,,,,,,,,,,,
947,0356,Stuttgarter Zeitung,D-70567 Stuttgart,,Germany,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Joachim Dorfs,Editor-in-Chief,Christoph Reisinger,Editor-in-Chief,Dirk Steininger,Art Director,Sebastian Klpfer,Art Director,Eva Dhne,Art Director,Laura Ho§,Art Director,Tschiponnique Skupin,Photographer,Simone Drescher,Editor,Jrg Dsterwald,Artist,Uta Glau§,Page Design
948,0378,Stuttgarter Zeitung,D-70567 Stuttgart,,Germany,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Joachim Dorfs,Editor-in-Chief,Christoph Reisinger,Editor-in-Chief,Dirk Steininger,Art Director,Sebastian Klpfer,Art Director,Eva Dhne,Art Director,Laura Ho§,Art Director,Brock Elbank,Photographer,Simone Drescher,Editor,Anna-Lena Wawra,Page Design,Sebastian Ruckaberie,Page Design
949,0381,Variety,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Chris Mihal,Creative Director,Chuck Kerr,Art Director,Cheyne Gateley,Art Director,Allison Cressey,Designer,Bailey Franklin,Director of Photography,Michelle Hauf,Photo Editor,Daniel Doperlski,Digital Art Director,Priscilla Rodriguez,Photo Coordinator,Art Streiber,Photographer,,
950,0220,The Villages Daily Sun,The Villages,Fla.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Louis Brems,Senior Photographer,Amy Correnti,Senior Photographer,Bill Mitchell,A.M.E./Photo,Adam Rogers,A.M.E./Design,Colin Smith,M.E./Innovation,Bonita Burton,Executive Editor,,,,,,,,
951,0366,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
952,0334,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Staff Portfolio,Barara Davidson,Photographer,Wally Skalli,Photographer,Genaro Molina,Photographer,Carolyn Cole,Photographer,Al Seib,Photographer,Marcus Yarn,Photographer,,,,,,,,
953,0205,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Staff Portfolio,Staff,,,,,,,,,,,,,,,,,,,
954,0048,The Denver Post,Denver,Colo.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,RJ Sangosti,Photographer,,,,,,,,,,,,,,,,,,
955,0180,Folha de So Paulo,So Paulo,,Brazil,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Marlene Bergamo,Photographer,,,,,,,,,,,,,,,,,,
956,0155,Ming Pao Daily News,Chaiwan,,Hong kong,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Hoi Kin Fung,Photographer,,,,,,,,,,,,,,,,,,
957,0178,Ming Pao Daily News,Chaiwan,,Hong kong,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Pak Yin Yeung,Photographer,,,,,,,,,,,,,,,,,,
958,0161,The News Tribune,Tacoma,Wash.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Joshua Bessex,Staff Photographer,,,,,,,,,,,,,,,,,,
959,0031,Sun Sentinel,FORT LAUDERDALE,Fla.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Carline Jean,Photographer,,,,,,,,,,,,,,,,,,
960,0184,Sun Sentinel,FORT LAUDERDALE,Fla.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Carline Jean,Photographer,,,,,,,,,,,,,,,,,,
961,0181,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Breaking News,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
962,0064,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Features,Mel Melcon,Photographer,Mary Cooney,Director of Photography,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
963,0070,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Features,Kirk McKoy,Photographer,Kathy Pvon,Photo Editor,Judith Pryor,Designer,Wes Bausmith,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,
964,0039,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Features,Miriam Dalsgaard,Photographer,,,,,,,,,,,,,,,,,,
965,0049,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Features,Brian Berg,Photographer,,,,,,,,,,,,,,,,,,
966,0071,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Features,Mie Brinkmann,Photographer,,,,,,,,,,,,,,,,,,
967,0026,Bild am Sonntag,Berlin,,Germany,Award of Excellence,AE,7,"Photography, Single Photos",PSP,General News (planned),Saulo Santana,Art Director,Christian Spreitz,Photographer,Marion Horn,Chief Editor,Thomas Drechsler,Vice Chief Editor,Eva Bauer,Photo Editor,Yvonne Funcke,Designer,,,,,,,,
968,0002,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,General News (planned),Robert Kirkham,Photographer,Cathaleen Curtis,Director of Photography,,,,,,,,,,,,,,,,
969,0003,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,General News (planned),Carolyn Cole,Photographer,Mary Cooney,Director of Photography,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
970,0022,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,General News (planned),Ashley Gilbertson,Photographer,,,,,,,,,,,,,,,,,,
971,0027,Pittsburgh Post-Gazette,Pittsburgh,Pa.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,General News (planned),Michael Henninger,Staff Photographer,,,,,,,,,,,,,,,,,,
972,0083,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Logan R. Cyrus,Photographer,,,,,,,,,,,,,,,,,,
973,0128,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Carolyn Cole,Photographer,Alan Hagman,Deputy Photo Editor,Kelli Sullivan,Deputy Design Director,,,,,,,,,,,,,,
974,0132,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Katie Falkienberg,Photographer,Mary Cooney,Director of Photography,Kelli Sullivan,Deputy Design Director,,,,,,,,,,,,,,
975,0117,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,David Joles,Photographer,Deb Pastner,Director of Photography,,,,,,,,,,,,,,,,
976,0046,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Tomas Munita,Photographer,,,,,,,,,,,,,,,,,,
977,0052,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Mauricio Lima,Photographer,,,,,,,,,,,,,,,,,,
978,0183,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Tomas Munita,Photographer,,,,,,,,,,,,,,,,,,
979,0120,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Sarah Hoffman,Photographer,,,,,,,,,,,,,,,,,,
980,0113,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Anders Rye,Photographer,,,,,,,,,,,,,,,,,,
981,0130,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Miriam Dalsgaard,Photographer,,,,,,,,,,,,,,,,,,
982,0125,The Virginian-Pilot,Norfolk,Va.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Hyunsoo Leo Kim,Photographer,,,,,,,,,,,,,,,,,,
983,0072,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Jay Clendenin,Photographer,Hai Wells,Photo Editor,An Moonen,Designer,Steven Hawkins,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,
984,0074,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Brian Van der Brug,Photographer,Hai Wells,Photo Editor,Ross May,Designer,Steven Hawkins,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,
985,0084,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Marcus Yam,Photographer,Ricardo DeAratanha,Director of Photography,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,
986,0059,Omaha World-Herald,Omaha,Neb.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Chris Machian,Photographer,,,,,,,,,,,,,,,,,,
987,0085,Svenska Dagbladet,Stockholm,,Sweden,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Staffan Lowstedt,Photographer,,,,,,,,,,,,,,,,,,
988,0056,Die Welt,D-10888 Berlin,,Germany,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Ulf Poschardt,Editor-in-Chief,Oliver Michalsky,Deputy Editor-in-Chief,Juliane Schwarzenberg,Art Director,Martin U.K. Lengemann,Photographer,Antonia Aravena,Designer,Christian Gaertner,Deputy Senior Editor,Henning Kruse,Deputy Senior Editor,Elke Bodderas,Editor,Matthias Leonhard,Senior Editor,,
989,0078,Die Zeit,Hamburg,,Germany,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Portrait,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff,,,,,,,,,,,
990,0058,Politiken,Copenhagen,,Denmark,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Sports,Miriam Dalsgaard,Photographer,,,,,,,,,,,,,,,,,,
991,0099,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Spot/Live Sports,James P. McCoy,Chief Photographer,Cathaleen Curtis,Director of Photography,,,,,,,,,,,,,,,,
992,0101,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Spot/Live Sports,Harry  Scull Jr.,Chief Photographer,Cathaleen Curtis,Director of Photography,,,,,,,,,,,,,,,,
993,0029,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Spot/Live Sports,Tyler Anderson,Photographer,David Yasvinski,Designer,Bev Wake,Sports Editor,Raina Toomey,Pes Production Editor,Rene McKnight,Pes Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,
994,0093,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Spot/Live Sports,David Yasvinski,Designer,Bev Wake,Sports Editor,Raina Toomey,Pes Production Editor,Rene McKnight,Pes Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,
995,0350,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Spot/Live Sports,Chloe Cushman,Illustrator,Tyler Anderson,Photographer,David Yasvinski,Designer,Bev Wake,Sports Editor,Raina Toomey,Pes Production Editor,Rene McKnight,Pes Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,
996,0020,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Spot/Live Sports,James  Hill,Photographer,,,,,,,,,,,,,,,,,,
997,0874,The Guardian,London,,United kingdom,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Chris Clarke,Deputy Creative Director,Ben Longden,Digital Designer,Maggie Murphy,Weekend Art Director,,,,,,,,,,,,,,
998,0881,National Geographic Magazine,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Manuel Canales,Design and Development,Chan Young Park,Design and Development,Vitomir Zarkovic,Design and Development,Pete McBride,"Photos, Videos, Text",Charles Preppernau,Terrain modeling,Riley D. Champine,Cartography,Andrew Umentum,Cartography,Daisy Chung,Map production,Janey Adams,Producer,Amanda Hobbs,Researcher
999,1147,National Geographic Magazine,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Chan Young Park,Digital Design and Development,Vitomir Zarkovic,Digital Design and Development,Emmet  Smith,Digital Design and Development,Robyn Hammond,Photographs & Video,Kathryn Carlson,Video Producer,Matthew W. Chwastyk,Graphic Editor,Monica Serrano,Graphic Editor,Damien Saunder,Cartography Director,Bethany Powell,Digital Creative Director,,
1000,0884,South China Morning Post,Hong Kong,,China,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Marco Hernandez,Design & Development Online Version,Marcelo Duhalde,Designer,Daniel  Bland,Researcher,,,,,,,,,,,,,,
1001,1020,South China Morning Post,Hong Kong,,China,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Marco Hernandez,Designer,Dan  Bland,Researcher,,,,,,,,,,,,,,,,
1002,0888,The Sydney Morning Herald,Sydney, ,Australia,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Andrew Forbes,Editor,Aparna Khopkar,Editor,Matt Teffer,Multimedia Editor,Dionne Gain,Art Director,Kevin Kearney,Print Designer,Richard Lama,Design & Development,Mallory Brangan,Design & Development,Nick Wells,Sub-Editor,Tony Walters,Video Production,Tim  Young,Video Production
1003,0984,Verdens Gang,Oslo,,Norway,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Simen Grytsyr,Art Director,,,,,,,,,,,,,,,,,,
1004,0913,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Matt Callahan,Designer,Emily Chow,Design Editor,Nicole Crowder,Photo Editor,Greg Manifold,Design Director,Brian Gross,Deputy Design Director,Suzette Moyer,Design Editor,Kat Downs,Graphics Director,Geoff Edgers,Reporter,,,,
1005,0961,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,Features,Matt Callahan,Designer,Emily Chow,Design Editor,Jabin Botsford,Photographer,Nicole Crowder,Photo Editor,Greg Manifold,Design Director,Brian Gross,Deputy Design Director,Suzette Moyer,Design Editor,Nicole Arthur,Editor,,,,
1006,0825,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Kim Maxwell Vu,Senior Designer,Mark Boswell,Graphic Artist,Dave Braugner,Digital Designer,Jamie Hutt,Digital Design Director,Billy Steve Clayton,Digital Designer,Michael Grant,Digital Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Michiela Thuman,News Design Director,Matt Gillmer,Video Producer
1007,0876,San Francisco Chronicle,San Francisco,Calif.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Brant Ward,Photographer,Lea Suzuki,Photographer,Tim  Hussin,Photographer,Leah Millis,Photographer,Gabrielle Lurie,Photographer,Loren Elliot,Photographer,Rahul Mukherjee,Graphic Artist,Emma OÕNeill,Digital Production,,,,
1008,0871,Verdens Gang,Oslo,,Norway,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Dan Kare Engebretsen,Designer,Simen Grytoyr,Designer,,,,,,,,,,,,,,,,
1009,0885,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Samuel Granados,Senior Graphics Editor,Zoeann Murphy,Videographer,Kevin Schaul,Graphics Editor,Anthony Faiola,Reporter,Kat Downs,Graphics Director,Doug Jehl,Foreign Editor,Danielle Rindler,Designer,Reem Akkad,Senior Producer,,,,
1010,0902,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Matt Callahan,Designer,Danielle Rindler,Designer,Dan Balz,Reporter,Phil Rucker,Reporter,Emily Chow,Design Editor,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,Robert Miller,Photo Editor,,,,
1011,0937,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Mathew Callahan,Designer,Virginia Singarayar,Designer,John Woodrow Cox,Reporter,Nikki Kahn,Photographer,Lynda Robinson,Editor,MaryAnne Golon,Director of Photography,Kat Downs,Graphics Director,Emily Chow,Design Editor,,,,
1012,1152,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Staff,,,,,,,,,,,,,,,,,,,
1013,1139,O Globo,Rio de Janeiro, ,Brazil,Award of Excellence,AE,7,Combination Print & Digital,CPD,Sports,Allessandro Alvim,Assistant Editor,Roberto Maltichik,Journalist,Louise Tamiase,Videographist,Marco Antonio Rezende,Photographer,Alexandre Cassiano,Photographer,Guito Mareto,Photographer,Marcelo Carnaval,Photographer,Daniel Marenco,Photographer,Antonio Scorza,Photographer,Anderson Campos,Developer
1014,0911,The Washington Post,Washington,D.C.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,Sports,Staff,,,,,,,,,,,,,,,,,,,
1015,1105,Gulf News,Dubai,,United arab emirates,Award of Excellence,AE,7,Miscellaneous,MIS,,Staff,,,,,,,,,,,,,,,,,,,
1016,1029,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Mike Rice,Features Design Director,Jon Krause,Illustrator,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Kate Parry,Serial Editor,Catherine Preus,Copy Editor,,,,,,,,
1017,1069,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Steve Sack,Cartoonist,Scott Gillespie,Editorial Pages Editor,,,,,,,,,,,,,,,,
1018,0957,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Fred Bierman,Designer,Wayne Kamidoi,Designer,Andrew Scrivani,Photographer,Tiina Loite,Picture Editor,Sam Sifton,Section Editor,,,,,,,,,,
1019,1060,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Chris Morris,Artist,,,,,,,,,,,,,,,,,,
1020,1104,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Andrea Levy,Artist,,,,,,,,,,,,,,,,,,
1021,1125,Der Tagesspiegel,Berlin,,Germany,Award of Excellence,AE,7,Special Coverage,SPC,Features,Jens Muhling,Head of Department,Johannes Schneider,Head of Department,Bettina Seuffert,Art Director,Ursula Dahmen,Art Director,,,,,,,,,,,,
1022,0771,El (Lima) Comercio,Lima, ,Peru,,,8,Special Coverage,SPC,News,Angel Hermoza,Design & Infographic Editor,Victor Agullar,Illustrator,Victor Sanjinrez,Illustrator,,,,,,,,,,,,,,
1023,0388,Beijing News Agency,Beijing,,China,Award of Excellence,AE,7,Special Coverage,SPC,News,Yu Fengjun,Newspaper Designer,Guo Yi,Newspaper Designer,Fan Ke,Newspaper Designer,Chen Jie,Photographer,,,,,,,,,,,,
1024,0311,National Post,Toronto,Ont.,Canada,Award of Excellence,AE,7,Special Coverage,SPC,News,Chloe Cushman,Illustrator,Genevive Biloski,Features Design Director,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,
1025,0306,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Coverage,SPC,News,Josh Crutchmer,A.M.E.,Jane Mitchell,Lead Features Designer,Tony Lariccia,Designer,Margaret Riedel,Designer,Chris Morris,Artist,Andrea Levy,Artist,Daryl Kannberg,Production Director,Lisa DeJong,Photographer,Gus Chan,Photographer,Thomas Ordrey,Photographer
1026,0820,El Telgrafo,Guayaquil, ,Ecuador,Award of Excellence,AE,7,Special Coverage,SPC,News,Manuel Cabrera Patio,Infographic Artist,,,,,,,,,,,,,,,,,,
1027,0384,Washington Business Journal,Arlington,Va.,United States,Award of Excellence,AE,7,Special Coverage,SPC,News,Laruie Lawrence,Senior Designer,Jamey Fry,Creative Director,Carolyn Proctor,Data Editor,Doug Fruehling,Editor,James MacGregor,Publisher,,,,,,,,,,
1028,0458,The Buffalo News,Buffalo,N.Y.,United States,Award of Excellence,AE,7,Special Coverage,SPC,Sports,Jason Baum,Designer,Vince Chiaramonte,Design Director,Liku Gao,Designer,Lisa Wilson,Executive Sports Editor,,,,,,,,,,,,
1029,0821,Ming Pao Daily News,Chaiwan,,Hong kong,Award of Excellence,AE,7,Special Coverage,SPC,Sports,Chun Wong Wu,Chief Art Designer,Staff,,,,,,,,,,,,,,,,,
1030,0452,The New York Times,New York,N.Y.,United States,Award of Excellence,AE,7,Special Coverage,SPC,Sports,Andrew Braford,Designer,Benjamin Hoffman,Designer,Wayne Kamidoi,Designer,Lee Yarosh,Designer,Jeffrey Furticella,Picture Editor,Becky Lebowitz Hangar,Picture Editor,Larry Buchanan,Graphics Editor,K.K. Rebecca Lai,Graphics Editor,Joe Ward,Graphics Editor,Bedel Saget,Graphics Editor
1031,0369,The Plain Dealer,Cleveland,Ohio,United States,Award of Excellence,AE,7,Special Coverage,SPC,Sports,Margaret Riedel,Lead Sports Designer,Josh Crutchmer,A.M.E.,Daryl Kannberg,Publications Director,Chris Morris,Artist,Ted Crow,Artist,John Kuntz,Photographer,Joshua Gunter,Photographer,,,,,,
1032,0555,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,Features/Inside Page(s),Michael Whitley,A.M.E.,Jonathan Bartlett,Illustrator,,,,,,,,,,,,,,,,
1033,0858,Provincia,Morella, ,Mexico,Award of Excellence,AE,7,Special Sections,SPS,Features/Inside Page(s),Alejandra Sandoval,Design Coordinator,Karime Alcantar,Editor,Rosamaria Sanchez,Reporter,Juan Ignacio Salazar,Editorial Director,Alonso Medina,Director General,,,,,,,,,,
1034,1001,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,Features/Section Cover,Robert Carter,Illustrator,Michael Whitley,A.M.E.,,,,,,,,,,,,,,,,
